index,id,text,topic,emotion
413,1467641248982847489,"Coronavirus vaccine demand grows in U.S. amid omicron variant concerns, booster eligibility expansion

https://t.co/bEJVHkwSl6",booster-related,positive
414,1467641233686372353,Here's a question why aren't we using ivermectin which is a known covid cure. Is it because the government aren't getting a back hander from the manufacturer life pfizer,vaccine-outlook-related,negative
415,1467641228674183172,"@5Kll49 @JamesfWells @StigAbell Biden said, if we took the vaccine, we wouldn't catch COVID and we wouldn't go to hospital with COVID",political-related,neutral
416,1467641223951302658,@ICapitalism1 @EddieGraham5 @sweepiface Does that include being dead from vaccines? I'll take long covid over dead anytime &amp; since the vaccines DON'T prevent death of covid or catching covid so therefore long covid I don't see the sense in adding risk of vaccine death.,vaccine-outlook-related,negative
417,1467641217894727684,Dr. Kelly Grindrod of the Ontario College of Pharmacists says the third dose of COVID-19 vaccine is important for 'boosting' and 'extending' the vaccine's protection.  https://t.co/q0AQeurPGX,booster-related,neutral
418,1467641215583612928,"Preacher who spread vaccine lies dies after being hospitalized with Covid-19 https://t.co/FMEElNIvha THEY are making me happy humans are dying, Dammit!! I don't want to wish harm but if YOU won't get vaccinated, Good Riddin's!",vaccine-outlook-related,positive
419,1467641212068843525,"@ZeroFoxGibbons @marc_lamhofer @nytimes I took both of the Pfizer shots after it was FDA approved.

 The only side effects was a mildly sore arm for a half of an hour. 

I think a lot of people are lied to about the side effects of the vaccine.",side-effect-related,positive
420,1467641199553093635,"@MaajidNawaz Pfizer Biontech &amp; Moderna are on the same page (owned by Gates) and will discredit all others. 

Also, NWO needs a mRNA type vaccine to create cDNA for patentability for control and ownership and will back these two.

Their benefactor also created the virus.",pfizer-related,negative
421,1467641196453445641,@DailyMirror Rt Hon Boris Johnson is boasting wisely that 20 million UK citizens had Covid vaccine. Covid found him first and St. Thomas Hospital treated him. He had Booster and so did I. Nurses &amp; other staff check everyone who is fit or unfit to have a jab. Even a doctor is in the house!,political-related,neutral
422,1467641191680430080,"Two omicron cases have been identified in #Colorado, according to the state health department. The first case was confirmed Thursday in an #Arapahoe County woman, followed by a #Boulder County man on Friday. 

https://t.co/Sz5YYC09xn #covid #omicron #news @ABC @GovofCO #vaccine",vaccine-outlook-related,neutral
423,1467641191663611905,Are breakthrough infections less severe than COVID-19 infections in unvaccinated individuals? We summarize highlights of a @JAMA_current study that looked at disease severity and hospitalizations https://t.co/4XXMuGwnQc #GrandRounds #SARSCoV2 #coronavirus #vaccines #hcsm,vaccine-general-knowledge,neutral
424,1467641182977249284,"@thelucyjohnston Pfizer accused of “war profiteering’’ - Covid vaccine costs 76p to make + R&amp;D &amp; distribution costs; sells for £22. UK govt has agreed a secrecy clause in supply contract, prevents people and parliament from knowing details and holding govt to account
https://t.co/PXemKzjTFp",pfizer-related,negative
425,1467641152736161794,"@GovofCO Kill your 5 year old Jared says! https://t.co/3qDaHEDXR5  927,740 reports of adverse events from all age groups following COVID vaccines, including 19,532 deaths and 146,720 serious injuries between Dec. 14, 2020, and Nov. 26, 2021.",side-effect-related,neutral
426,1467641147396927489,"@JuliaHB1 @thesundaytimes 🚨 Breaking: Israeli Ministry of Health announced today that it will soon approve the 4th vaccine shot.

It will mean that all those with 3 shots who don't get the 4th shot will have their Covid passes revoked (as happened to those with 2 shots).

Soon in your country.",retweet,neutral
427,1467641141243920385,"@B1llyTh2K3d FYI, tomorrow (12/6) 7am EST, is a new WHO Blueprint meeting. Soumya Swaminathan is the opening speaker:
https://t.co/qUnU7zlJvC",vaccine-general-knowledge,neutral
428,1467641135027957765,"@JuliaHB1 1/2
If they lockdown again, either before, over, or just after Christmas + NY, I believe omicron will be the justification.
It seems more contagious but also (this is the unreported bit), a lot less deadly.

https://t.co/XDVOGcMt23",vaccine-outlook-related,neutral
429,1467641094175346690,@nicdavdi @IsabelOakeshott @StigAbell Just as there isn't a vaccine to stop covid,vaccine-outlook-related,negative
430,1467641089507176448,"@Parsifaler Thank you for sharing this @Parsifaler . This may be related...
""ARE DEATH AND HEALTH DAMAGE AFTER VACCINATION AGAINST COVID-19 IN A PATHOLOGICALLY DETECTABLE LINK?""
https://t.co/2cdqqxnOfU https://t.co/DIYOIty1ce",vaccine-general-knowledge,neutral
431,1467641087359602691,Petition: Fast-track rollout of Covid vaccine in 5-11s post MHRA approval https://t.co/OvzfHxo15Q,vaccine-general-knowledge,neutral
432,1467641076047568897,@TPhillykeys @Rainstorm84 @justindeanlee @akheriaty Considering you can still die from Covid even after vaxx. I don’t think you understand the context of the numbers of cases vs deaths vs vaccination. I have a 99.969 percent chance of dying catching Covid … but an uncertainty of the long term effects of that shot https://t.co/O5eeodQw5m,vaccine-outlook-related,negative
433,1467641072645988356,@IrfanDhalla We've been talking about the off load delays worsening for years and hallway medicine. Increasing with the mandates for months. Now add family docs not seeing patients. This issue is not your covid and vaccine crutch for your narrative. People are smarter than this.,vaccine-outlook-related,negative
434,1467641071861747717,"@MarcMacsharryTD 🚨 Breaking: Israeli Ministry of Health announced today that it will soon approve the 4th vaccine shot.

It will mean that all those with 3 shots who don't get the 4th shot will have their Covid passes revoked (as happened to those with 2 shots).

Soon in your country.",retweet,neutral
435,1467641036994453512,"Click through. 
“Israel will consider authorizing a fourth COVID booster vaccine dose to immunocompromised citizens….
According to the report, health officials will discuss the potential of administering yet another dose of the vaccine to the most at-risk populations ” https://t.co/7ki9CxY5V0",booster-related,neutral
436,1467641034314289157,@dwmoskowitz @MdBreathe @pfizer How much in milligrams a day I hear so many different amounts.,pfizer-related,neutral
437,1467641021379092485,"Vietnam: 3  covid-19 vaccinated children die,  &amp; their cause of death has been determined as ""overreaction to the vaccine."" ; 120 children hospitalized causing province to suspend Pfizer vaccine batch.
https://t.co/rrJVO93Ljw",side-effect-related,neutral
438,1467641014563266562,"@Ye_Olde_Holborn @ColinCustard Don't think so, the fact they are young people getting ill from Covid suggests they did not have the vaccine, I don't think the UK media routinely reports on people getting ill and driving themselves home after in division four German football, do you?",vaccine-outlook-related,negative
439,1467640982921486337,"BioNTech honcho won't take own experimental gene therapy (known as Pfizer shots in the U.S.). Interview with German state media ""Deutsche Welle"" (""German Wave"").
https://t.co/qRA72Z3oEh",pfizer-related,neutral
440,1467640949388021760,"@BD74798687 @IGotNothing4Ya @jimcramer What misinformation? All I've seen encourages vaccination but R against mandates!
Vaxxed people ALSO get  infected &amp; TRANSMIT.
In a study vaxd asymptomatic covid+ health workers had 251 Xs viral load of unvaxd!
YOU stop spreading misinformation!
Vaccine won't stop it spreading!",vaccine-outlook-related,negative
441,1467640948687572993,"Open SmartNews and read ""Still Hesitant About The COVID Vaccine? Study Says Vaccinated People Reduce Transmission"" here: https://t.co/bVLGhUiYZl 
To read it on the web, tap here: https://t.co/JRTWJzIhuv",vaccine-general-knowledge,neutral
442,1467640941666181120,@Badenoch1 @JohnIbbitson I’m not a poorly informed simpleton. I acquired immunity by recovering from Covid.  Acquired immunity has been the gold standard for centuries. Why would I be forced to get vaccinated? If your vaccine works why do I need to get it ????,vaccine-outlook-related,neutral
443,1467640923496529922,@tina_eager @Patrici89225734 My husband didn’t react to either Pfizer and only sore arm for few days from moderna booster.,pfizer-related,neutral
444,1467640920367636483,Let’s get this straight — Katherine Schwarzenegger is married to Chris Pratt &amp; is the daughter of Arnold &amp; Maria both of whom publicly advocate for covid vaccination &amp; Chris is unvaccinated? What about Katherine? Is she unvaccinated too? There’s no rhyme or reason. Covidiots‼️😢 https://t.co/iIX4Msrq4n,vaccine-outlook-related,neutral
445,1467640916999651329,"@DanPalichat @anonymouspen87 @XlXSupernovaXlX @AnnaAmidei @kmode501 @thehill That makes sense considering we only had 10 months of Covid under Trump compared to a full year of it under Biden.

Small amounts of common sense go a long way.

It also makes sense since the vaccine rollout meant eliminating or easing Covid safety restrictions.",political-related,neutral
446,1467640914667446278,&gt;&gt;&gt; Watch: Far-right anti-vaxx pastor just can’t understand why there are no ‘big democrats’ who have died from COVID  (because they got the vaccine?)    https://t.co/A5U7x7u2VH,political-related,negative
447,1467640906392252421,"@MrsJone18333261 @WonPeople @anitanewark2 Champagne and bonuses all around, for #BigPharma executives and no worries about going to jail for murder, thanks to their future employees, currently earning pitiful salaries as politicians!
https://t.co/41FATENlbi",political-related,negative
448,1467640883768139779,"@afneil My first two were AOZ, my booster was Pfizer.
If people aren't vaccinated and don't wear a good mask they can stay away from me.",vaccine-outlook-related,negative
449,1467640879708004363,Mandatory pins that say “ I hate covid “ would be more successful than the vaccine,vaccine-outlook-related,negative
450,1467640873873809411,"@CleClinicMD Covid shots swelling lymph nodes in about 16% of young women, requiring follow up screenings for cancer. That’s alarming considering young women have little to gain from the vaccine if they are fit. Why coerce and force it on them? Why isn’t this risk disclosed more broadly???",side-effect-related,negative
451,1467640869901717509,"@naughtynell101 @TonyHinton2016 Dozens of prominent athletes did not die of heart attacks after COVID-19 vaccination.

https://t.co/ig04RRvM8P",side-effect-related,positive
452,1467640867666087936,"@mad_hominem @KyddGuy @NewshubNZ That was never going to happen with a 'virus' that has a 99.97% survival https://t.co/G8lwHBO8Dg have a greater chance of dying from Pfizer's death jab. 

https://t.co/UYKgFh2V8q",pfizer-related,negative
453,1467640863509647363,"A CRIMINAL CONSPIRACY – PFIZER VACCINE DEVELOPER: “I CAN’T TAKE THE VACCINE, IT’S THE LAW” https://t.co/JVvvPQrxtG",pfizer-related,negative
454,1467640852214255619,Willful ignorance. Do not seek medical treatment. https://t.co/cBUzNjzyMC,vaccine-outlook-related,negative
455,1467640821956505600,"Dr Walensky is an article co-author. Since COVID is an RNA virus, authors concluded RNA tactics brought from HIV, a retrovirus, are optimum.  However, making vaccine based ONLY on spike protein requires constantly new products. 
That is a FLAWED concept.
https://t.co/xR0IdR98b7",vaccine-outlook-related,negative
456,1467640821470146564,"@bluecynder @TheRightMelissa Measles, mumps and polio are vaccines in the true sense. The covid 19 shot is not a vaccine. Read CDC website you get No antibodies from the covid shot.",vaccine-outlook-related,negative
457,1467640818634743809,"As of: Sun Dec 5 16:43:01 2021

Appointments found at CVS locations in San Diego!

Schedule here:
https://t.co/2f80GMQQ8o",vaccine-general-knowledge,neutral
458,1467640815170334724,Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/dCGHt4wLHC,political-related,negative
459,1467640805158436865,@ElliAdventurer @atensnut @LouDobbs Bc you have now subjected urself to a so called vaccine that doesn't protect you from the so called covid-19 (which is ridiculous unto itself) and you still have to where mask if you get that so called vaccine. So you tell me.. how is your life normal?,vaccine-outlook-related,negative
460,1467640785113919490,"What the What? ""The suspended batch would be put into storage and could be used later for other groups like adults, Truong added"".   https://t.co/bhJkIQkyIY",vaccine-general-knowledge,neutral
461,1467640776448516097,@Alpastor86 I’m Team Pfizer too! Glad you are feeling well… I’ll be booking mine before the New Year,pfizer-related,neutral
462,1467640766134579203,"not sure why this story make me think of this
https://t.co/Wx9OXr8CVL https://t.co/iooIrHZyxc",vaccine-general-knowledge,neutral
463,1467640762871472131,@WonPeople I wonder how many people would have happily taken the Pfizer if they knew it killed 1200 in the first 90 days? (As published by Pfizer this week).,pfizer-related,negative
464,1467640762171076608,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/2FmZnvNemW,pfizer-related,positive
465,1467640761235623938,"@JoeBiden Gross. https://t.co/3qDaHEDXR5  927,740 reports of adverse events from all age groups following COVID vaccines, including 19,532 deaths and 146,720 serious injuries between Dec. 14, 2020, and Nov. 26, 2021.",political-related,negative
466,1467640747927109633,@Silverquick13 @GregHuntMP Look - another Pfizer bot. Where's your so called data on 5m shots and NO adverse reactions for this age group?,pfizer-related,negative
467,1467640734014603267,"@keicalb @disclosetv Pfizer has been fined over 300 billion dollars, for malpractice in the past.

Pfizer is also sponsoring many news outlets. So of course you would only hear the positive.",pfizer-related,negative
468,1467640731762405378,@davspurs @MartinPichler11 @Techno_Vking @disclosetv It doesn’t work children have now  died  from the vaccine!  And they barely affected by Covid! They are trying to create Chinas social credit system you’re gonna be fined and punished for anything the government demands and you don’t comply!,political-related,negative
469,1467640729950326784,"@ABInsecure @tawny_hoffmann @RDeckard_2049 That's a wrong assumption Annie, most of us are not afraid of covid! Why take a vaccine that offers no real protection and has side effects? I don't bother with the seasonal flu shot either and really the flu is probably more dangerous.",vaccine-outlook-related,negative
470,1467640723201675267,"@RyanMuddy1 @FireAndWaterYYC @jkenney so Trudeau and Notley are conspiring to destroy O &amp; G? 
And the pharmaceutical companies are putting microchips in the covid vaccine?  And fluoride in the water will lead to a one world government?
You are nuttier than squirrel poop. 😄🤡🙃",political-related,negative
471,1467640695187980289,@altfbardo @drsimonegold The Pfizer CEO openly said it's their biggest lab. Gene therapy....Pfizer has vaccine Monopoly soon and the prescription service that comes with it. This is just one part of a way bigger plan....vaccine passport.then transition to social credit score-CBDC -full government control,pfizer-related,negative
472,1467640678796521480,"@DanWhitCongress @mtgreenee Oh you mean to ask this about Pfizer or Johnson and Johnson. Yeah, they’ve caused cancer in hundreds of people with their products. It’s refreshing to see a politician stand up to big pharma &amp; the vaccine mandates",pfizer-related,negative
473,1467640673654378497,"@Timcast Pfizer jab, bought for 22 pound by the uk government 79p to produce.... always follow the money!",pfizer-related,negative
474,1467640657372188674,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" -  4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/1QcLG5wWsa via @gatewaypundit",political-related,negative
475,1467640648903774208,"8/28
This should be the lead story on every news show, it literally says if you’ve had Covid you’re immune system will protect you far better than the vaccine! But of course it’s buried and not reported, why do you suppose that is? The only person reporting it is Tucker………",vaccine-outlook-related,negative
476,1467640641899450369,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/bRMAzW8bOg,booster-related,neutral
477,1467640628397887488,"@LouisvanWyk @_T0M_V_ @TheGanttGuy @ajthompson13 Can you produce your evidence? Both Oxford University and other studies for the NHS in the UK show the viral load for Delta can be the same. 

https://t.co/Bkd4ypkfzE https://t.co/Wmbte0AsOc",vaccine-general-knowledge,neutral
478,1467640626875404295,"""Last week, 8 investors in Pfizer and Moderna became $10 billion richer as news about the Omicron variant spread. It's time for these pharmaceutical companies to share their vaccines with the world and start controlling their greed. Enough is enough!"" Bernie Sanders",pfizer-related,negative
479,1467640601634082820,Afraid of needles? Here’s how to prepare your child for Covid vaccine https://t.co/Nqs9cb8bY2,vaccine-general-knowledge,neutral
480,1467640596785471491,"@starsandstripes How about no?

https://t.co/dBbpGuzKCo",vaccine-outlook-related,negative
481,1467640596298932225,@MusoniusRufus @A_Damned_smith @RossGilroy @willsworldview @wiguy45 @kester_lowers @StrokeyStratfo1 @CandySmith74 @zalphaprime @jamminjamie74 @HeathenWombat @Avic_Wins @BabeTruth2 @waragoodwarfare @Quiptography @1pckt @charlottejass @hesanaughtyboy @Wolfpak561 @GodflyThe @offender_repeat @ur_buddy777 @WmManry @VelvetEven @AndrewRChapman @HankStern2 @GoatMunch @JohnKrahn2 @wisemanryder @oohglobbits5 @pray2pesci @fixedintime @smug2bme @Debbie25808035 @Enby896 @Athiestica @BruceRayCarr1 @Reid_CO @LuEleison @FullMetalJa @SDarkmore @Alliste35661241 @SplinterSimba @DocSnoe @th1rt3en_TM @jackiebarbosa @EdwardwongY @SBuddie1877 @Freewillburnya @A_Draeros Haven't you noticed how COVID-19 deaths have plummeted since vaccine availability?,vaccine-outlook-related,positive
482,1467640580406747137,"@notchuraverage1 So you're triple vaxxed right? Pfizer? And, it had been two weeks since booster?",pfizer-related,neutral
483,1467640576921141254,@zimviv @kerry_moakes @Joeby52 He &amp; Indian partner manufacture Pfizer.,pfizer-related,neutral
484,1467640576229056515,@flaminhottweets @akgerber @DemocraticLuntz Stats from here: https://t.co/8GTK5PcQuc,vaccine-general-knowledge,neutral
485,1467640575352578053,"Pfizer having problems with some countries.  Many countries are refusing to give them full immunity....why is this so necessary for Pfizer if their vaccine is so safe and effective? ...because it's a kill shot and they know it. 

https://t.co/2JGL5UXyxK",pfizer-related,negative
486,1467640562849173509,"WOW! Can’t put it in to words.
Let’s hope that our authorities Don’t try take that Beautiful sweet smile away with jab of covid vaccine poison. https://t.co/6Evd7ySNhD",political-related,negative
487,1467640544163684356,"@LozzaFox Had 2 AZs..... NOT having Pfizer under any circumstances, not now, not ever.... So do one Boris....",pfizer-related,negative
488,1467640539617103873,"Now Pfizer wants you to take their new death pill in conjunction with the HIV pill.
👇 https://t.co/7EkGNNOhVE",pfizer-related,negative
489,1467640538367201284,"#NobelPrizewinner says #covid #vaccination is an “unacceptable #mistake” that’s #spreading “#variants”  https://t.co/TShdYxwRRh https://t.co/TShdYxwRRh 
https://t.co/pgAJMCbPh4",vaccine-general-knowledge,negative
490,1467640527365541892,@planetjen @gorskon I prefer a vaccine over getting severe covid and having an endotracheal tube inserted into my esophagus for mechanical ventilation.,vaccine-outlook-related,negative
491,1467640521300582402,"Dublin airport have never ever once checked for a covid vaccine cert/ antigen test etc. arriving in Ireland since covid began, why is there suddenly a rule you have to be tested even when you’re vaccinated???",vaccine-proof,negative
492,1467640514380013570,"Costco Gloucester in Gloucester [Ottawa health unit]
103 1st dose Pfizer spots added
First available date is 2021-12-06
Book at https://t.co/7RVGOA3WkS
See https://t.co/5RmKF5fXxy for detailed availability #COVID19Vaccine #vhcON",vaccine-general-knowledge,neutral
493,1467640489520238597,"@reasonvalues @KonstantinKisin Recent UK govt data: “Across the four UK countries, 93.1% to 95.8% of adults had received at least one dose of a COVID-19 vaccine and 83.5% to 89.8% of adults had received at least two doses.”",vaccine-general-knowledge,positive
494,1467640487351885825,@USinNigeria Stop lying! This above is fake news! We all knows none of you cares about Yoruba people or Nigerians! That's why y'all donate millions of Covid Vaccine for individual use but can't donate $200 million dollars to same people! Hypocrites! Imperialism at work! Nigerians wake up!,vaccine-outlook-related,negative
495,1467640464949997572,"@ezralevant The end game really is dumbness, and it’s worse than COVID 🦠 I’m encountering an overwhelming number of dumb cases, a lot more than an almost unnoticeable morbidity on COVID cases. We need vaccine for dumbness.",vaccine-outlook-related,negative
496,1467640450584662022,@amytbaxter1 @Thedude19988235 @bennyjohnson Mother obviously takes joy at her child’s pain. Kids are statistically almost ZERO risk of hospitalization or dying from any Covid variant yet more at risk from side effects of the vaccine. Don’t give me the “they might infect Grandma” or vaxx resistance crap either. I’m not.,side-effect-related,negative
497,1467640438618304517,Petition: Fast-track rollout of Covid vaccine in 5-11s post MHRA approval https://t.co/QPzKtlOAjr,vaccine-general-knowledge,neutral
498,1467640413490069504,"""...thanks to our high vaccination coverage in Australia &amp; advances in treatment, we're in a strong position to deal with Omicron &amp; any other challenges the pandemic throws at us"": #ProfessorCatherineBennett &amp; @DrHassanVally in @theage today https://t.co/B3kQHUitf7",side-effect-related,positive
499,1467640398327730176,"@C_Kavanagh I have all the information I need, thanks.

I know he's opposed to the COVID vaccine. Also know enough that I personally am vaccinated.

Also, It's clear that he's in your head and making you irrational.

It's all very clear. Thanks.",vaccine-outlook-related,negative
500,1467640394284515331,"@Timcast Hey, think about Pfizer's feeling",pfizer-related,neutral
501,1467640390656438275,Why does the FDA want 55 years to release Pfizer Pfoison data? https://t.co/SMG6NWV51R,pfizer-related,negative
502,1467640376190197764,"@mmelgar09 @brian_abramson @Not_Important_B @TalonXavier_ @foofdawg @keithlaw @doritmi @Raven4212 @ktibus @SatvaBody @calnbg @LeeKurtiss @The_Seeadler @tenebra99 @andyoakes @crabb_vicki Okay, so let's look at what the science says about natural immunity vs. the vaccine then. 
https://t.co/PFZtw5L4Pe",vaccine-outlook-related,negative
503,1467640367864549385,"""When is a new covid variant good news? When you're a pharma shareholder, obviously,"" says @TimBierley @GlobalJusticeUK

https://t.co/DiNGjtWjeG via @commondreams",vaccine-outlook-related,negative
504,1467640330359029764,I called my physician about a possible Covid vaccine exemption due to certain medications I’m on. His admin told me he is pro vax and isn’t even calling patients back who are looking for exemptions. I’ve gone to him for 30 years. We won’t make 31. Fuck him.,vaccine-outlook-related,negative
505,1467640329084014596,@SlagsBill @Psyop2020 Why can't we be open to hearing about adverse reactions? And why are people shamed for sharing their experience. Death or injury from COVID or the vaccine is tragic. One doesn't trump another.,side-effect-related,negative
506,1467640322058510338,"@jasonhu10530544 Corona is common cold encyklopedi 1989. 
C O V I D 19 is when the sheeple are vaccinated because covid means Certification of vaccine ID 19=AI so they are chipped and after that totaly controlled by the rulers by Technologies in fact. 
That is why this distance crap in order. https://t.co/rGbgxLjG2k",vaccine-outlook-related,negative
507,1467640314202669064,"@bette_oh Some African countries have vaccination rates below 20%, higher population density than the US, but a lower death rate from Covid.  I think Science would want to investigate that.",vaccine-general-knowledge,negative
508,1467640310134104068,"@ItsHoje @rtenews It's all there for you on  Children's Heaith Defence my child. 

https://t.co/jBUL0ZnnfX",vaccine-outlook-related,negative
509,1467640301045096454,@hana___anah How many current Repugnican politicians and pastors have almost died from Covid and still spew disinformation about the vaccine? Steve Scalise was shot and he's still pro-gun! Nothing would change their craven minds.,vaccine-outlook-related,negative
510,1467640281080254464,"@MoonrakerXI @DavideDionisi2 Has there ever been a vaccine more deadly. No ..this vaccine is already 800 times more deadly than the flu vaccine that finishes in second place. This vaccine is also not very effective at all. You can still catch covid and spread covid, so it is not really considered a vaccine.",vaccine-outlook-related,negative
511,1467640241024823296,"@GregHuntMP Just as well u r retiring. Gotta secure that Super, hey! You're all insane with Pfizer's bidding. It's becoming quite transparent.",pfizer-related,negative
512,1467640228336873483,@Mobeous4 @disclosetv Pfizer and moderna don’t like your comment. There’s no money with that logic.,pfizer-related,negative
513,1467640220426379264,"@WCVB Norway is now not offering vaccination to children aged 12-15 who have already had Covid:
""Since recovery also provides protection against new infection, vaccines are not currently offered to 12-15-year-olds who have had COVID-19.""",vaccine-general-knowledge,neutral
514,1467640205817651201,"@KamVTV Free?
Invermectin pills for covidiots $98 retail
Pfizer or Merck pills for Covid $700 
(Merck also makes Invermectin) 
Monoclonal Antibodies $2000
One night in an ICU.
Nevermind, you are already bankrupt. 
The vaccine is free.",vaccine-outlook-related,negative
515,1467640199681298432,New Harvard study declares winner between Pfizer and Moderna vaccines https://t.co/blGMKyffsA https://t.co/Iu5TSRb6ge,vaccine-general-knowledge,neutral
516,1467640197382873088,"My brother just died of COVID. 
He was only 61, fairly healthy, ran our family business &amp; was a great guy. 

But NOT vaccinated. 

His wife &amp; 2 girls went through nonstop hell for 2 weeks. 
Please get the vaccine. Please. If you don’t do it for yourself, do it for your family.",vaccine-outlook-related,negative
517,1467640196204224522,"@PolyandS @MattFriedmanNJ Kind of like how the COVID death rate correlates to the red-ness of the county 🤔🤔🤔

https://t.co/DVhOCPedl4",political-related,negative
518,1467640192827895811,"@SenSanders All is fair in love, war and disease Bernie.  You should have bought Pfizer and Moderna two years ago like the rest of us.",pfizer-related,negative
519,1467640178734862343,"@theshayminpunk @malavemark @Reuters https://t.co/9oE5zbG86U The reason for a fourth? Not enough people completing vaccination so those doing their part must do more. The blame goes to the unvaccinated, not the vaccinated.",vaccine-outlook-related,negative
520,1467640174570049540,"@zimviv @Joeby52 Probably also, but remember (MSM seems to have forgotten) that the Australian state leader (I forget her name) resigned a couple of months ago for corruption after receiving money from Pfizer. I believe this is still being investigated.",pfizer-related,negative
521,1467640159072145410,@TeresaMannion @timmydooley @MichealMartinTD @rtenews Does that mean the vaccine protects us from Covid .. and from those who are  not vaccinated ..thank God  .. no worries now ..good news Timmy .. thanks,vaccine-outlook-related,negative
522,1467640151430074369,"@Wheres_My_Beef @betrollinyou @FrankDElia7 @Bruidhinn @provaxtexan @MdRisette @Mchael21592783M @melissa94307909 @crabb_vicki @AGoldsmithEsq @mcfunny @TakethatCt @Suesue2point0 @ScienceyS @Kolyin @dwramzimdmph @doritmi @indyymac @ncdave4life @lucialiljegren @stevenmosher @AndrewLazarus4 @_mamadeb @quigley_jesse @iBlatant @gobantwo2 @diederikdk @tenebra99 @LiamKav @Tony__Heller @TonyBaduy @Kathmarval @MilanovNina @ghoppe @AndyMac84956921 @SpookyJay36 @BichonAtLaw @deNutrients @floraoddchild @CharaStone6 @chickaboy @Top_Muppetries @smyl2day @SkepticalMutant @AcademicShards @ConsequentialBr @carlsmythe @policing_uk @MarkReady47 @kevin_kehres From Thomas Massie
https://t.co/Wwwugi2fTg",vaccine-general-knowledge,neutral
523,1467640148124864512,"@BrianLaneToday @SenSanders I'm not aware of any cheap, *effective* therapeutics available yet. Natural immunity is good, but more variable and *may* wane faster. And if you think it doesn't work, look at the breakdown in deaths by pro-Trump counties and tell me it's coincidence.

https://t.co/sw1UqGhrnI",political-related,negative
524,1467640146774224899,"@slpng_giants_oz And do we know if @ScottMorrisonMP has paid back the ‘borrowed’ #Pfizer vaccine from Poland 1M Singapore 500K UK 4M 
5.5 million doses because he botch the National Vaccination rollout 
@abc730 @abcnews @AlboMP @latingle 
https://t.co/57P5JvoCdK",political-related,negative
525,1467640144224079874,"@Timcast If this was pre-2020, we are essentially making the influenza vaccine mandatory every year (even twice or more per year).

These Covid vaccines are as useful or less so than an influenza vaccine.",vaccine-outlook-related,negative
526,1467640137232392196,Confidential Pfizer Document CONFIRMS Death-by-JAB! (LINKS in Description) https://t.co/iOsDe5O2fo,pfizer-related,negative
527,1467640134375936005,"@dlstump @artilius @Kukicat7 5 doses tetanous vaccine pretoct people for 10 years. No long term safety concerns reported over 50 years 
3 covid vaccine ?? Sounds like 1.5 years with Unknown long term safety",booster-related,negative
528,1467640108119732224,@EssexPR He could be on Pfizer payroll but more likely it's because he is in the Black Book of Mr Jeffrey Epstein.,pfizer-related,negative
529,1467640105821081604,"Ah yes, the mental distress caused by vaccination requirements are certainly worse than....

*checks notes*

Catching Covid &amp; dying, getting ""long covid"" and/or having family members dying.",vaccine-outlook-related,negative
530,1467640100062384130,@FergalBowers @rtenews Vaccinated still get covid....vaccinated still spread covid.. how is the problem the unvaccinated? Why is it even called a vaccine?,vaccine-outlook-related,negative
531,1467640099731124234,@scotgov i will never take another vaccine after Covid its been a real eye opener into the workings of Evil Corp i mean Big Pharma 😬,political-related,negative
532,1467640072941944837,@abc15 Weird. https://t.co/wAYHJUKs37,vaccine-general-knowledge,negative
533,1467640057611833344,"Republicans are committing mass-suicide for Trump.

To be clear, the US Daily Covid 19 Death Rate is approaching two thousand per day, and the vast majority of them are Trump voting republicans.
https://t.co/6Kd0RwX2Oq",political-related,negative
534,1467640052830330880,‘Wall of secrecy’ in Pfizer contracts as company accused of profiteering https://t.co/qZe3FdJZf7,pfizer-related,negative
535,1467640048568909824,"ART AFICIONADO: QAnon and #COVID19. My uncle-in-law, an MIT graduate, and his wife are QAnon followers. They believed the QAnon narrative about the virus and the vaccine. They both held their strong convictions and chose not to get vaccinated...  https://t.co/mUJRs4T70R",political-related,negative
536,1467640044693381122,This is BIO TECH CEO who created @pfizer Vaccine but wouldn’t take the jab himself what does that tell you his salary is 15Billion$? https://t.co/0cjEWIHEjY https://t.co/OiuKMDoWzM,pfizer-related,negative
537,1467640037252677639,$9bn was made by Pfizer IN ONE WEEK on the Omicron *booster.* https://t.co/IwUmC4XATB,pfizer-related,neutral
538,1467640028343910401,"@Juicifer19 @Dirtyboyroy @thespecialbka If he lived in America his kid would still have it but he’d have to pay like $100,000. 
Anyone would be happy paying $0 over $100,000.
Besides, what kind of idiot chooses to expose themselves to covid rather than a vaccine that has a small chance of causing an adverse reaction?",vaccine-outlook-related,negative
539,1467640012565102611,"I just saw a commercial with a little boy that said “Dear Santa, I don’t want games, I don’t want toys, just get me the Covid vaccine” 😭😭😭. They know damn well no kid ever is going to say that.",vaccine-outlook-related,negative
540,1467640002498764806,@RJ_Phoenix16 @MsCCollins1 I am unable to get vaccinated because I've read the vast number of deaths and severe reactions on the Pfizer report. https://t.co/wyoAPW5IGD,pfizer-related,negative
