id,topic,text,topic,emotion
1.47E+18,,"@d_matcham @emmakennytv @afneil Jesus taught us to love our neighbour. If the vaccine reduces Covid transmission + the likelihood of us taking up a hospital bed, to refuse to take it is to NOT love our neighbour.  You_Ñére not the only one who_Ñés read the gospels, David.",,
1.47E+18,,@MdBreathe @pfizer VAIDS=ADE=Israel=We Told You So a Year Ago=Boost Away to Make Worse=Fools Following Criminals,,
1.47E+18,,J&amp;J booster works well for people who had mRNA vaccines originally. https://t.co/7ypHzYBK3x,,
1.47E+18,,I took the vaxx and now my portfolio is down astronomically fuck pfizer,,
1.47E+18,,@SpeakerPelosi @HouseDemocrats Big Pharma??  Pfizer making a billion a week from your senile leader mandating that junk of a vaccine.,,
1.47E+18,,Anti-Vaxxer Jailed For Sending Hoax Bomb To COVID Vaccine Plant https://t.co/pDTEmu0aeg,,
1.47E+18,,"@Lucia_nurse_74 There's more about covid and patents. Look at this interview. 73 patents of Covid vaccine were created before ALL SARS, MERS and COVID19 outbreaks. (at 27:25) https://t.co/mRssmTUeOa",,
1.47E+18,,"@Biedaboo @JamesMelville If it tells you nothing that is because, as I have observed, you are bit lackingin the IQ department.It is cumulative cases of COVID in Pfizer vaccinated patients vs controls in a randomized controlled trial (from Sir David Spiegelhalter, 'COVID in numbers')",,
1.47E+18,,"Sound, sensible.https://t.co/u3S6jNWBAQWear masks properly, P2  N95 standard.  This protects you and others.  Do it for Oz!_ª¥ç_ªÉˆ_ªèÊ«ôè_ªê__ªê__Ò€ https://t.co/fY0IB8850v",,
1.47E+18,,"@tonymac5 @BadVaccineTakes If a global incentive was put forth to develop one, like there was for Covid, they would develop it. The elites are holding back the progress on an HIV vaccine because the disease primarily affects LGBT people and poor people.",,
1.47E+18,,@TheRevengerists @QuietLife1970 @Protestlockdown Yeah ignore the fact Pfizer openly admit trials don't end till 2023 _ªÉ__ª_£,,
1.47E+18,,@LadeBackk @SilkLifeMedSpa If you mfers listen @LadeBackk doesn_Ñét trade vaccine companies because they immorally profit off these covid vaccines. It_Ñés called character and integrity. I wont trade covid vaccine or mask companies as well.,,
1.47E+18,,@SenatorBraun @SenatorLankford I'm sorry there are so many who are more terrified of a safe vaccine than a terrible disease like Covid that has killed millions around the world.  Both of you need to be responsible and do a better job of educating the public.,,
1.47E+18,,"@TiceRichard I would say trying to hide the fact that the Pfizer jabs killed at least 1227 people, not counting the 270 spontaneous abortions in 3mo is pretty selfish myself. https://t.co/wyoAPW5IGD",,
1.47E+18,,@Dark_Panth3r @JackPosobiec Those boxes are filled with Pfizer.,,
1.47E+18,,"@BorisJohnson Anyone who is thinking of having a experimental trial vaccine watch this first and see what a former Pfizer employee had to sayhttps://t.co/d4vd8QKI0W",,
1.47E+18,,@RealBenCarson I saw you on @MariaBartiromo_Ñés show this mirning. You ralked about the booster perhaps being a half dose of the vaccine. I just got the Pfizer booster and it was the same dosage (.03 ml) as each of the first two. #CovidVaccine #Booster #Pfizer,,
1.47E+18,,"@ABInsecure @RDeckard_2049 So you don't really believe your vaccine will stop you from getting covid? Well you are right, you can still get and transmit covid. So you should avoid everyone just in case! Maybe the 3rd or 4th vaccine will do the trick _ªÉ_",,
1.47E+18,,"UK: _Ñ_Most people admitted to hospital with Covid-19 are vaccinated_ÑÒhttps://t.co/CJ6l2xJ0bd",,
1.47E+18,,@dwmoskowitz @MdBreathe @pfizer I take quercetin daily but when I woke up with a sore throat I took hydroxychloroquine and zinc and that worked great. Knocked it out within hours,,
1.47E+18,,@PeterCronau And not just globally but domestically with the rise of health privatisation. Thankfully Australia still has a better than average public health sector. https://t.co/ajJdLMTYp3,,
1.47E+18,,"@LizanneFoster @adriandix @BCNDPCaucus We are considering it. You have to be 6m post dose 2 Pfizer/Moderna or 2m post J&amp;J. Husband went down for fuel last week. Sailed thru, faster than pre-Covid (both ways).",,
1.47E+18,,@callmechris316 @ezralevant Science hey. You know what else is science. Eugenics. That_Ñés what bill gates believes in and interesting enough that_Ñés what drove the nazis to do what they did. Just like Pfizer starting opium epidemic for _ÑÒscience_Ñù,,
1.47E+18,,"@LouCrespoGarcia @AlistairHaimes Yes. Just because we_Ñéve never done this before due to how unethical, stupid and evil it is, Alistair now supports it because he_Ñés incredibly anti-vaccination and supports the historical stupidity of moronic COVID policy.",,
1.47E+18,,@Csense_guy @PrisonPlanet So you are against discrimination of those who have not taken the covid vaccine?,,
1.47E+18,,"bro when i was walking home in the afternoon today, there was this antivaxxer just screamin on the streets abt how covid was fake and the vaccine was actually just a tracker icb",,
1.47E+18,,@rtj1976 @callmechris316 @ezralevant Can_Ñét reach a consensus if Pfizer will release nothing for 55 years.,,
1.47E+18,,"If Joe Biden never imposes any consequences on China for releasing COVID, what will prevent China from ever doing it again?#COVID19 #CCPVirus #China #Covid_19 #CovidVaccine #OmicronVariant #OmicronVirus #vaccine #Biden #BidenDelivers #Trump #CDC",,
1.47E+18,,From NPR https://t.co/1I5usWsap2,,
1.47E+18,,"@JuliaHB1 @afneil Pfizer accused of _ÑÒwar profiteering_Ñé_Ñé - Covid vaccine costs 76p to make + R&amp;D &amp; distribution costs; sells for ë£22. UK govt has agreed a secrecy clause in supply contract, prevents people and parliament from knowing details and holding govt to accounthttps://t.co/PXemKzjTFp",,
1.47E+18,,"Anthony Fauci and other Regime doctors like Peter Hotez aren't telling you about the ASTONISHING 91% reduction in DEATH rates from Covid with the CHEAP drug Fluvoxamine. Because Pfizer/Merck have expensive pills coming. These are truly EVIL PEOPLE.#Omicron #COVID19 #FauciLied",,
1.47E+18,,"@Arwenstar Conspiracists was wrong as usual, pfizer is right  :))",,
1.47E+18,,@brimignon The US has donated more vaccine doses abroad than every other country combined. Moderna waived patent enforcement on it_Ñés vaccine. South Africa was turning down vaccine shipments before this variant appeared: https://t.co/ZkF4ECAQpf https://t.co/ajiciFOyNm,,
1.47E+18,,Interesting info about mix and match booster  https://t.co/YocslazWlx,,
1.47E+18,,@binaryADD @PeterPeterV20 @TGAgovau @Novavax Also check out project veritas on whistle blower report on pfizer and FDA. Its disturbing to say the least. Its a shame TGA basically follows FDA!,,
1.47E+18,,"@SIPA98 @InspoCrypto @disclosetv In Australia, those who are named as contacts to positive covid people are forced to quarantine for 14 days, regardless of vaccine status. That could be you, one of these days.",,
1.47E+18,,@afneil Liberty does not allow you to shout Pfizer in a cinema...,,
1.47E+18,,J. and J. Booster worked for people who got Pfizer shots inë_study https://t.co/3UTAK3BrX6,,
1.47E+18,,"@pigmaher @afneil @adamboultonSKY https://t.co/DjHNzhS8xKPage 40 something",,
1.47E+18,,"@chaotic456 @JaniceDean Phase 3 testing was done before the vaccine was made available...your point?  She's right, I wouldn't want to take a vaccine before it was deemed safe.https://t.co/KEuEfAKkuv",,
1.47E+18,,"@soth1sol @YourMate49 @RATM In Pfizer_Ñés trials, vax group had 1 c19 death compared to the control group_Ñés 2 c19 deaths. Vax group had 21 all cause death compared to control group 14 all cause death. Vax group had 5 cardiac related death compared to control group 1 cardiac related death. That_Ñés the data.",,
1.47E+18,,"@JereDuty @robsevy It_Ñés ok to worry if you_Ñére going to feel rundown, or have a headache from getting a vaccine. It does not mean concern over whether or not to actually GET the shot!We get these vaccines so we DONT HAVE TO WORRY ABOUT  GETTING SERIOUSLY ILL OR DYING from COVID!",,
1.47E+18,,"@rconde123 @TheLaurenChen Not true. Back then there were still antivaxxers against getting the smallpox vaccine. Less than this sure, but still a thing. While anecdotal, my family does know someone who's died of covid... They weren't old or high risk",,
1.47E+18,,"How much longer is government going to keep telling us the vaxx will stop Covid?  It didn't stop the OG, it didn't stop Delta, it hasn't stopped Omicron. The vaccine doesn't do shit.  Stop telling people that's how they can regain their freedom.  Eat a _ªç_",,
1.47E+18,,"@vonderleyen Dear .@vonderleyen did you read this: https://t.co/VDlKuJ6I42. If secrecy clauses stand and there is no transparency in the contracts, there should be no compulsory vaccination. Compulsory vaccination is based on trust. There isn't any yet. #VaccinePassports",,
1.47E+18,,"In other words, Ivermectin, zinc, azithromycin, Vit D, high doses of Vit C and hydroxychloroquine ARE NOT WORKING! https://t.co/eHx0Ek8pUt",,
1.47E+18,,"@LBC @NIAbbot Pfizer accused of _ÑÒwar profiteering_Ñé_Ñé - Covid vaccine costs 76p to make + R&amp;D &amp; distribution costs; sells for ë£22. UK govt has agreed a secrecy clause in supply contract, prevents people and parliament from knowing details and holding govt to accounthttps://t.co/PXemKzjTFp",,
1.47E+18,,@tinybabygeesus @NixonandIke @SenSanders I don't think Pfizer used any government money for development of their vaccine. _ª_Ó,,
1.47E+18,,"They certainly move fast when they want to. _ª_ÎPfizer Said It Will Have Vaccine Data for Kids Under 5 by Year's End https://t.co/XwE568wEz6",,
1.47E+18,,"@Djohnson1978 @catstev @StLouisLung @strmsptr @GovParsonMO @USCourtsMOED 3) tired of the needless death. I've lost 3 friends &amp; almost a 4th. I have friends refusing to get vaccinated &amp; I'm scared of losing them too. All occuring after the vaccine was readily available. My friends who work in the Covid unit are exhausted, the NICU team is attending",,
1.47E+18,,"TGA - LNP - NURENBERG 2 - murders @Bluefoxrunning @WilkieMP @Senator_Patrickhttps://t.co/Ucdyg4zruF",,
1.47E+18,,"@binaryADD @PeterPeterV20 @TGAgovau @Novavax This vaccine is difficult to scale and that's why traditional vaccines take longer time to get out. mRNA is synthesized. However, after pfizer/ MRNA approval, FDA stopped doing operation warp speed and de prioritized NVAX forcing them to go manufacturing else where!",,
1.47E+18,,"@afneil All you have to do is look at the public domain info (which we all pay for) and you'll see that the un-jabbed account for just about 1.7% of hospital occupancy.(5% of beds are covid of which 35% or un-jabbed)https://t.co/O1Q1LnCT63 https://t.co/jExxdt7cwb",,
1.47E+18,,"@pataki_ro Domestic restrictions, I mean. Limits to gatherings, domestic travel, and now vaccine passports to eat at restaurants. Wearing masks on aircrafts, except when eating (cos Covid knows the difference) and so on",,
1.47E+18,,"@iamshack24 @EdgarAguillon16 @ProfessorAMuse @LadeBackk Yeah I also didn_Ñét include severe health problems from Pfizer and you didn_Ñét answer me. The Pfizer shot (which I took) puts me at more risk from death. You know what_Ñés worse than severe health problems, death.",,
1.47E+18,,Recent data fr Hong Kong demonstrating clinical myocarditis in 1 out of every 2700 boys who receive the second Pfizer jag clearly shows the covid jags are unsafe and death rate &amp; adverse side effects are too high to continue their use !,,
1.47E+18,,"100% of Covid-19 Vaccine Permanent Disabilities and Deaths among Children were caused by just 6% of the batches produced according to official Government datahttps://t.co/pHBhjl26ZZ",,
1.47E+18,,@JackHughes1984 @cormacjpb @steptoze @AoifeCarey21 @mdmak33 Nobody is talking about polio and TB because vaccination got rid of them. It bothers me because covid won_Ñét die out unless these folk get with the programme. We are enduring continuous restrictions because we_Ñére protecting the hospitals from the unvaxxed.,,
1.47E+18,,He kills his own supporters. https://t.co/uYjbCwbZEB,,
1.47E+18,,"@jordanbpeterson You need to have vaccination to travel and you have to get a covid test within 72 hours (18 hours for some countries) to travel to Canada. And still you need to get tested here. Like, how do you get covid in a flight where everyone is vaccinated and tested?",,
1.47E+18,,Ntagi meeting on monday on covid vaccine booster dose for immunocompromised people know here who will getë_priority https://t.co/VIgvGdjaej,,
1.47E+18,,"Russian President Vladimir Putin voiced hope for a quick approval of the country's Sputnik V coronavirus vaccine by the World Health Organization, saying the move is essential to expand its global supplies. https://t.co/y0NMzpbvOi",,
1.47E+18,,"@Askingf78301343 @Geoff95259463 @CP24 The influenza vaccine(s) is in no way shape or form the same as a mRNA strand for Covid, but you think you know everything dr fauci_Ñ__ªéó",,
1.47E+18,,"@JuliaHB1 ""*It is an issue* relevant not just to Pfizer-BioNTech_Ñés vaccine but also to those produced by Moderna, CureVac, and others,4 as well as a _ÑÒsecond generation_Ñù mRNA vaccine being pursued by Imperial College London.5""",,
1.47E+18,,"Very relevant question for @HealthZA,@pfizer,@WHO,@CDCgov,@GovernmentZA,@CyrilRamaphosa,@MbalulaFikile Do y'all care to explain this to the taxpayers? https://t.co/W6OORA3SPb",,
1.47E+18,,"@RonnyJacksonTX @KathleenKopp We need to hold up on vaccine. To many vax plus boosted still getting Covid.",,
1.47E+18,,"@JackNobody17 @NSWHealth Israel are reportedly considering 4th doses for immuno-compromised people but that_Ñés about. Not sure where the rest of his info came from. Having the _ÑÉDr_Ñé title doesn_Ñét necessarily mean the person is a doctor of medicine. https://t.co/jFAJTuutaR",,
1.47E+18,,"@afneil What do you recommend for AZ vaccinated people, only being offered alternative boosters? I now know 2 people, double AZ plus 1 Pfizer booster, that were properly sick after the booster. This confirms the Oxford Uni findings. Why would you put yourself up for that? _ª_ˆ_Ñç_é_«ôè",,
1.47E+18,,"@DrEricDing I agree.. I keep saying you don't want a vaccine fine, but do not use valuable hospital resources when 6ou get covid..",,
1.47E+18,,@2Sarikaya @official_ken @drsimonegold I may be wrong but I think they're two different things. One is the contract signed between Pfizer and the gov (30 yrs in Israel) and the other is the Pfizer data behind the FDA's approval (55 yrs).,,
1.47E+18,,"@Moonlightsiesta @Ozz_EU @Reuters Opus sorry !  i didn't know you too brought us by Pfizer .otherwise i didn't waist my time _ª___Ñç_éÑ«ôèThose sites or professors  who you didn't even look at their review &amp; experience are the scientific researches .",,
1.47E+18,,Pro-Trump counties now have far higher COVID death rates : Shots - Health News : NPR https://t.co/WDLdRw7P28,,
1.47E+18,,@rfmahe02 @Patrick43939849 @IngrahamAngle It means a normal healthy person has a 98% of getting Covid and being fine. So without the vax you have a 100% chance of no side effects form the vaccine and 98% chance you will survive Covid. I like those odds!,,
1.47E+18,,"Systemic COVID-19 Vaccine Efficacy, Part 3 https://t.co/UVT5LYNeTX",,
1.47E+18,,Covid-19 Vaccine Effectiveness in New York State https://t.co/DoNLRmVLgC,,
1.47E+18,,"@Parm_Regiano @FurFest If I recall, MFF requires full vaccination PLUS the use of masks at their convention. The likely hood of getting covid from there is slim. :)",,
1.47E+18,,"Pfizer Documents Reveal Over 1,200 Vaccine Deaths Over 90-Day Trial Period - National File https://t.co/TQWyt8uBLd",,
1.47E+18,,"@stephenash16 @ake2306 These data apply to Pfizer_Ñés own actual research of their   _ÑÒvaccine_Ñù. Pfizer had to publish their results by Court Order. A good break down of their results with dates other bodies such as UK_Ñés MHRA June Raine must have known them is on https://t.co/8xrlpmKvF9",,
1.47E+18,,Pro-Trump counties now have far higher COVID death rates : Shots - Health News : NPR https://t.co/hDijashGbL,,
1.47E+18,,"@TonyTelliott @AmandaKnox555 @JohnBri74065189 @healthfirst500 Approved by authorities for""emergency use.""""On 28 July 2021, Pfizer and BioNTechë_posted updated resultsë_for their ongoing phase 3 covid-19 VACCINE TRIAL. The preprint came almost a year to the day after the historical trial commenced..._Ñù https://t.co/mZ6Qr1AZl3",,
1.47E+18,,"This is what you get when you go jabbing kids with a vax that may be a higher risk than the virus.https://t.co/cvbuSRQ852",,
1.47E+18,,"Scientists uncover possible reasons behind rare blood clots associated with some COVID-19 vaccines https://t.co/YQg8RY3HBZ via @azcentral",,
1.47E+18,,"How these people don_Ñét get that comparing themselves to Holocaust survivors is as RACIST AF is beyond me: ""Protesters condemned for comparing COVID lockdown restrictions toë_World War II"" https://t.co/L75iPAfULN",,
1.47E+18,,"even the pfizer 6 month trial failed to show a reduction in all-cause mortality and failed to show a statistically significant reduction in covid mortality in a study group of 44k people.https://t.co/TFoBRKqxWg https://t.co/2NWnLnKmAi",,
1.47E+18,,"VE against infection wanes dramatically. specifically, in March, VE-I was 86.4% for Janssen; 89.2% for Moderna; and 86.9% for Pfizer-BioNTech. By September, VE-I had declined to 13.1% for Janssen; 58.0% for Moderna; and 43.3% for Pfizer-BioNTech. https://t.co/DLKBrhsvaN",,
1.47E+18,,"robust and durable natural immunity (even compared to vaccine-induced immunity) to covid has been established by at least 135 studies despite one flawed study released by the CDC claiming otherwise. https://t.co/QuBcRWXHrv",,
1.47E+18,,"@SenRonJohnson And you're a liar: you didn't ask a question, you said _ÑÒHe overhyped it. He created all kinds of fear, saying it could infect the entire population when it couldn_Ñét, and he_Ñés doing, he_Ñés using the exact same playbook with COVID: ignoring therapy, pushing a vaccine._Ñù",,
1.47E+18,,"_ª___ªê__É_«ôè _ÑÒReport shows Pfizer knew in January its mRNA jab was killing thousands, damaging three times more women than men._ÑùInformation &amp; documents in this article look legit - so is it safe to presume the allegations are accurate?https://t.co/qCotCID89S",,
1.47E+18,,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/f8qtvZnori https://t.co/FEiM31EliF,,
1.47E+18,,"&lt;sarcasm font&gt;In news no one saw coming:Pro-Trump counties now have far higher COVID death rates. Misinformation is to blamehttps://t.co/utRhcodvNN",,
1.47E+18,,"@geoenveng @JamesfWells @afneil I didn't wear one in the 70's Wtaf I'm still alive This is why trial data was asked to keep secret for 55 years in 2076.Over 90-day trial.42086 people participated.1223 people died.That means that 1 in 34 people did not survive the Pfizer trial....https://t.co/uEtapfGCQx",,
1.47E+18,,"@pawley_robert @JT375043170 @RTheatheist @JSAHolmes @nancy41603 @BurgerLab12 @mcfunny @johnnyutah66623 @BioVisionary @barryjohnreid21 @Bill20538001 @MdRisette @WhoCares011813 @TierraHenson @livefre85257272 @wjack76995 @Truth_in_Number @andylumm @UnclebuckJ @Bebert701 @Kathmarval @ADevotedYogi @markmcdougall13 @nyob7714 @BrowningNeelyn @KayVonPaul @Alex_on_A14 @WendyOrent @ghoppe @Will_holliday1 @NateWeymouth @FineAndBrennan @JohnBee888 @carlsmythe @ItsAllLies1 @ADreyzen @ChrisJohnsonMD @RodFair2 @DEKKplans @KAMasse81 @jamesgordon4th @DontMes70957787 @Jenni86587557 @SassyGirlD1 @SaltaoVladimir @jhan2qt @Nycweatherrepor @Michell69397997 @lizditz @TakeThatCDC Report yourself for being an Ungodly selfish uninformed troublemaker.I'm a victim of Pfizer.No ones listening to you but for a good laugh anyway.",,
1.47E+18,,@AlphaSinnerMan @cathyxOR @MaxBlumenthal This is an excellent article that Max should be discussing instead of his terrible take on the entire dilemma. Public and community health has been almost abolished in the US via privatisation. https://t.co/ajJdLMTYp3,,
1.47E+18,,"@astra46 @CallumCoombs @Nigel_Farage Show me scientific PROOF mask stops the spread of virus and also show me scientific proof that vaccine protects. So many people are caved and still got covid and spreading covid, wearing a mask and lockdown what has changed that will change not by doing the same? 99.7% survival https://t.co/JnsXpfGiR4",,
1.47E+18,,@ifaplan @John_Hempton https://t.co/7U2I9SgJS8 it_Ñés obviously approved,,
1.47E+18,,"Powerful witness!""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" -  4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/EPRY0F5mY9 via @gatewaypundit",,
1.47E+18,,"A ""preacher"" who spreads lies...isn't that redundant?https://t.co/HnfQiOnU2K",,
1.47E+18,,American Heart Association Gets Censored by Twitter for Sharing COVID-19 Vaccine Research https://t.co/E9Gqbil2SY,,
1.47E+18,,"Well, well.Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/kHhQtV3OYT",,
1.47E+18,,@EricSpracklen She should talk to the moms of these kids. https://t.co/VWmPSOPb6P,,
1.47E+18,,"@Laurie_Garrett @pfizer @ScottGottliebMD Change of tone in your vaxx, masks, and social distancing...interesting",,
1.47E+18,,"Show of hands... Who finds this surprising? #Covidiots #Fresh https://t.co/RlYZaCLUhR",,
1.47E+18,,@cnni rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,Omicron variant 'made __Î9bn in week for top Pfizer and Moderna shareholders' https://t.co/V5BIDFRR5n via @breakingnewsie,,
1.47E+18,,"@nahumstweets @bennyjohnson Those are real vaccines, the so called covid vaccine is not",,
1.47E+18,,HUGE: CDC and Big Pharma Data Confirm that More Children will Die from COVID Vaccine than from the COVID Virus https://t.co/s3BCQDkkKT via @gatewaypundit,,
1.47E+18,,@znajmaharg dude idk where your brain is but the vaccine doesnt protect you at all.. Vaccinated people still get COVID and spread it...,,
1.47E+18,,"Replying to @CountryGirlAt12 I guess that I'm okay! I've gone threw a 6-pack and sill testing negative, but this double vision seems to be a side-effect of the test, but still better than the side-effects from the COVID vaccine, so here goes again... https://t.co/FvFYiZnx67",,
1.47E+18,,Louisiana Federal Judge Places Injunction On Biden_Ñés Vaccine Mandate For Health Care Workers Nationwide #covid-19 @newsmax @oann @usatoday @columbiabugle  https://t.co/68AhTFuPp1 #SmartNews,,
1.47E+18,,"@BeaverPudgy @francesweetman @TheLaurenChen That's not true. Many young and healthy people still get the flu shot. And many have been negatively effected by covid infection even though they didn't die. Also, the smallpox vaccine was not 100% effective. That's just not true since no vaccine is",,
1.47E+18,,FDA to Add Heart Warning to Some COVID-19 Vaccines https://t.co/7OMZFkJIDE,,
1.47E+18,,"fatigue (56.9%), headache, (45.9%), muscle pain (32.5%),chills (24.8%), joint pain (21.5%), injection site swelling (11.8%), fever(11.5%), and injection site redness (10.4%). (6.1)To report SUSPECTED ADVERSE REACTIONS, contact Pfizer Inc. at1-800-438-1985 or VAERS at",,
1.47E+18,,"That's right, you are the lab rats. My mak diberi Pfizer dan dah amik booster shot but she's someone who does gardening, sapu laman, cabut rumput, bakar sampah. Also, she rarely makan kat luar atau bungkus. Dia biasanya masak je. Got hypertension that's about it.",,
1.47E+18,,"@bennydiego Counties that voted for #Trump have far higher #COVID death rates. Vaccine misinformation is to blame.https://t.co/ghOfQw8wXr",,
1.47E+18,,@NHSuk They boost the income of Pfizer shareholders  magnificently,,
1.47E+18,,"YA VACÕ_NATE! Got my Pfizer booster shot today at Safeway in Salinas! Please get your vaccination before the holidays to protect yourself, family &amp; community! You all deserve to stay protected_ªê__ª_†_ª_€_ªè_ @vidaproject831 @MCHDPIO @MCHDespanol @MontereyCoInfo @CityofSalinas @NMCInspires https://t.co/TI2Pa7wT5u",,
1.47E+18,,"@Kazutchi4 @Burkeshottian @dileeshus @DrEliDavid @lajamfam So as long as they are ""trying"" then violating human rights is fine with you? What part of ""the vaccine doesn't stop you from getting or spreading Covid"" do you not comprehend? Millions have recovered from Covid, therefore now have natural immunity and no need for the ""vaxx"".",,
1.47E+18,,Thank God you bake Pfizer Infused Danish. https://t.co/lVOKCZiW6O,,
1.47E+18,,"@libthinking Please accept my apology. I was wrong. I also misinterpreted your tweet. I thought he went blind from the vaccine, not Covid. Your tweet &amp; someone_Ñés reply made me realize my son_Ñés eye issues may be virus related as he had Covid. Taking him back to the Eye doctor.",,
1.47E+18,,@DrTedros @WHO rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"sources:guitar queer-otruth and advertisingcrack baby athletic associationyou're getting old/ass burgersthe vaccination specialpost covid",,
1.47E+18,,"FDA ADDS STRICT SAFETY WARNINGS ON ARTHRITIS DRUGS FROM PFIZER, ABBVIE AND LILLYhttps://t.co/Ma8KOWVSNT",,
1.47E+18,,"@Sarosh79 @Harshil27299 @manibhaii16 @ANI @awakenindiamvmt I am still not getting your point, ratios of 1:8000s having a reaction for vaccination is an valid arguement to not to vaccinate all? In Ontario, the deaths now due to covid compared to previous year before vaccination is almost negligible dont you think? Am I wrong?",,
1.47E+18,,@WHO rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"@raoulendres @smithsedso Pfizer for me. They steer patients away from believing the vax did anything to them, use other diagnoses to hide the truth. Initially with me they used gallstones. Thing is I had my gallbladder out 17 yrs ago. Then tests came back it proved swelling of heart they could hide it",,
1.47E+18,,"Moderna CEO just pocketed $3.19 MILLION in the week OMICRON variant was announced to the world. Anyone who still thinks this symbolic circus is about anything other than money really need to waken up. You are being played by big pharma!https://t.co/PAEeRn2lvy",,
1.47E+18,,"_ÑÒThe law has been particularly thorny for Pfizer. In 2009, Pfizer paid $2.3 billion in criminal and civil fines to settle allegations that the company illegally marketed several drugs for off-label purposes that were specifically not approved by the Food and Drug Administration_Ñù https://t.co/NPq71Awy4N",,
1.47E+18,,@Shaun_Kaminski @bennyjohnson Vaccines keep you from getting the thing you_Ñére getting vaccinated against and the quickest any vaccine has come to market (going through testing) is 6 years. Have you read Pfizer_Ñés own studies they tried to have hidden for 55 years? Other vaccines were halted for far less.,,
1.47E+18,,@Richard6983 @drsimonegold Please provide evidence of long term efficacy with any Covid vaccine? I_Ñéll wait_Ñ__Ñ__Ñ__Ñ__Ñ__Ñ__Ñ__Ñ__Ñ__Ñ__Ñ__Ñ_.._ª_ç,,
1.47E+18,,@WHO @DrMikeRyan @mvankerkhove rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,Dad's heartbreaking final text before he died from Covid after refusing vaccine #SmartNews  https://t.co/yEdSGDgZfa,,
1.47E+18,,"@WolfeHeart @pctech1com @ake2306 These data apply to Pfizer_Ñés actual _ÑÒvaccine_Ñù. Pfizer had to publish their results by Court Order. A good break down of their results with dates other bodies such as UK_Ñés MHRA June Raine must have known them is on https://t.co/8xrlpmKvF9",,
1.47E+18,,"@mhdksafa Humans are the only known host/reservoir for polio and smallpox.  Covid has multiple animal reservoirs including dogs and cats, and transmits from animal to human. Covid cannot possibly be eradicated by vaccine due to this.",,
1.47E+18,,@CDCgov rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"South Africans participated in one of the first Covid vaccine trials &amp; manufacture millions of doses &amp; yet they can_Ñét afford to buy them back at a profit from the drug companies!Europe receiving 10M COVID vac doses produced in South Africa. https://t.co/BNiBB5wb88",,
1.47E+18,,"@afneil The vaccines don't stop you catching or transmitting covid so what is the point of vaccination passports, they are useless in containing a pandemic.",,
1.47E+18,,"@kron4news And still Covid is spreading like wildfire, none of Biden_Ñés fake plans have done anything different, well we have more deaths with a vaccine than without so there is that. #facts",,
1.47E+18,,"just a second here, our shot didn't do that, it was the pfizer shot, and the moderna shot https://t.co/zUZWuyTWGY",,
1.47E+18,,@CDCgov rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,@TheEndisNigh10 @petedjackson @RayUngerer In children it will undoubtedly be the ones who don't take the jabs. Even the JCVI said the risks of myocarditis from the jabs is higher than the risks of covid hospitalization in healthy children. There were 4 serious adverse reactions in Pfizer's trial of 12-15 yr olds.,,
1.47E+18,,"@_davidhansard I resisted Pfizer &amp; chose Oxford for the 1st two for this very reason, as I understood it at the time. I also have reasons for thinking I had a greater need for a vaccine. However, I am now discontent with the lack of openness about side effects, on top of being lied to &amp; coerced",,
1.47E+18,,My husband and I got our booster shots today #OneStepCloser #BidenHarris #Pfizer #BoosterShots #CovidVaccine #Moderna https://t.co/6GzrwpTe28,,
1.47E+18,,"As of: Sun Dec 5 16:27:52 2021Appointments found at CVS locations in San Diego!Schedule here:https://t.co/2f80GMQQ8o",,
1.47E+18,,@CDCgov rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"@IwontQuitEver @US_FDA @CDCgov She was in the hospital recovering from #COVID19, got fired for missing work, took the #vaccine the #Booster, every #Jab her #Boss asked her to, followed the #VaccineMandate, caught #Covid, &amp; is now #unemployed_ù‹«ôè_ª_ˆ_Ñç_éÑ«ôè She went thru all that for NOTHING_ù‹«ôè_ª___ªè__Ñç_éÑ«ôè",,
1.47E+18,,@Charles04144986 @RWMaloneMD I am more worried of the vaccine then covid,,
1.47E+18,,"3 children dead, 120 hospitalized, Pfizer vaccine batch suspended https://t.co/wNnnLDutjZ https://t.co/9oDDe8JmRq",,
